quality;label_mid;label_high;text_full
1;ustawa kodeks pracy;prawo pracy;czy czas który klientka spędzi wykonując kwalifikację do szczepień powinien zostać zakwalifikowany jako praca w nadgodzinach czy wówczas wynagrodzenie za kwalifikacje do szczepień powinno obejmować zapłatę za nadgodziny oraz zadeklarowaną kwotę ryczałtu od pacjenta czy wykonywanie tych dodatkowych obowiązków powinno przyjąć szczególną formę prawną jak np delegacja poza stałe miejsce pracy
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy czas pracy farmaceuty i technika farmaceutycznego zatrudnionych w aptece prywatnej nie może przekraczać  godzin  minut na dobę i przeciętnie  godzin  minut na tydzień wprzeciętnie pięciodniowym tygodniu pracy w przyjętym okresie rozliczeniowym
1;ustawa o izbach aptekarskich;prawo farmaceutyczne;czy czas przebywania na urlopie wychowawczym macierzyńskim lub zdrowotnym wlicza się w okres niewykonywania zawodu o którym mowa w ustawie o izbach aptekarskich
1;rzeczowe;prawo cywilne;czy członek wspólnoty jest zobowiązany do uiszczania zaliczki inwestycyjnoremontowej mimo że w planie gospodarczym wspólnota na bieżący rok i następny nie planuje żadnych remontów
1;prawo karne procesowe;prawo karne;czy członkowi rodziny zmarłego pacjenta który został przesłuchany w charakterze świadka w postępowaniu dotyczącym odpowiedzialności zawodowej pielęgniarek i który chce wykonywać prawazmarłego pacjenta można odmówić dostępu do akt tego postępowania na tej podstawie iż złożył zeznania jako świadek
1;rzeczowe;prawo cywilne;czy czynności zakupu programu internetowego służącego do prowadzenia księgowości wspólnoty zawarcia umowy o świadczenie usług z księgową lub wykupienie domeny internetowej stanowią czynności zwykłego zarządu
-1;prawo unii europejskiej;prawo miädzynarodowe;czy data umiejscowiona na blistrze może być uznana za datę zdatności suplementu diety do spożycia
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy datą zakończenia specjalizacji o której mowa w   ust  umowy o współpracy będzie data zakończenia szkolenia specjalizacyjnego data przystąpienia do państwowego egzaminu specjalizacyjnego czy data otrzymania tytułu specjalisty czy klientka może złożyć wypowiedzenie umowy o współpracy w terminie  miesięcy poprzedzających zakończenie okresu o którym mowa w   ust  umowy czy dopiero po zakończeniu tego okresu
1;ubezpieczeniowe;prawo cywilne;czy decyzja ubezpieczyciela jest zasadna
1;inne â praw medyczne;prawo medyczne;czy decyzję wojewody o skierowaniu klientki do pracy przy zwalczaniu epidemii należy uznać za zasadną jakie możliwości działania posiada klientka w niniejszej sytuacji
1;rzeczowe;prawo cywilne;czy deweloper może w akcie notarialnym jako zarządcę wyznaczyć osobę fizyczną która nie jest nie jest w gronie właścicieli mieszkań osobę obcą
1;inne â praw medyczne;prawo medyczne;czy diagnosta laboratoryjny posiadający również specjalizację w immunologii klinicznej spełnia warunek o którym mowa w warunkach konkursu
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dla lekarza rezydenta priorytetem jest zapewnienie ciągłości pracy w oddziale macierzystym czy też oddziale sor czy dla lekarza rezydenta priorytetem jest odbywanie szkolenia specjalizacyjnego zgodnie z programem specjalizacji czy zapewnianie ciągłości pracy w oddziałach niebędących oddziałami macierzystymi które nie są faktycznym miejscem odbywania specjalizacji czy lekarz rezydent chirurgii może na podstawie umowy o pracę odbywać dyżury niezwiązane z programem specjalizacji bez bezpośredniego nadzoru specjalisty lub kierownika specjalizacji czy klientka ma możliwość odmowy odbywania dyżurów na sorze ze skutkiem natychmiastowym
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy dla recept pro auctore oraz pro familiae wymagane jest prowadzenie ewidencji elektronicznej czy dozwolona jest forma papierowa
1;rzeczowe;prawo cywilne;czy do dokonania podziału nieruchomości lokalowej mieszkalnej na lokal użytkowy i mieszkalny wymagana jest uchwała o wyrażeniu zgody wspólnoty mieszkaniowej gdyby uchwała wspólnoty była konieczna  czy w sytuacji ustalania wielkości udziałów w częściach wspólnych nieruchomości istnieje możliwość prawnego zobligowania do tego członka wspólnoty który nie wyraził by na to zgody jakie dokumenty oprócz przedstawionych powinna przygotować klientka do dokonania podziału nieruchomości u notariusza czy podczas jednego spotkania u notariusza klientka może dokonać podziału lokalu oraz przekazania własności jednego z nich poprzez darowiznę
1;inne â praw medyczne;prawo medyczne;czy do najniższego wynagrodzenia przewidzianego dla lekarza specjalisty przez prawo wlicza się wynagrodzenie z umów lojalnościowych zawartych z podmiotem leczniczym
1;prawo administracyjne materialne;prawo administracyjne;czy do powierzchni użytkowej lokalu można doliczyć powierzchnię pomieszczenia gospodarczego oraz garażu
1;prawo administracyjne materialne;prawo administracyjne;czy do wyburzenia ścianki działowej klient powinien uzyskać zgodę spółdzielni mieszkaniowej
1;prawo administracyjne materialne;prawo administracyjne;czy do wykonania robót budowlanych w związku z przebudową części mieszkalnej budynku a także modernizacją elewacji budynku i umieszczeniem banerów reklamowych konieczna jest zgoda konserwatora zabytków
1;prawo cywilne procesowe;prawo cywilne;czy do wynajęcia firmy windykacyjnej potrzebna jest uchwała wspólnoty mieszkaniowej
1;inne â praw medyczne;prawo medyczne;czy dodatek covidowy jest składnikiem wynagrodzenia jak powinno kształtować się wynagrodzenie klientki
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dodatek do wynagrodzenia lekarza rezydenta z tytułu zobowiązania się do wykonywania zawodu lekarza na terytorium rzeczypospolitej polskiej w podmiocie wykonującym działalność leczniczą finansowaną ze środków publicznych po skończeniu specjalizacji przez określony czas tzw bon patriotyczny jest stały przez cały okres rezydentury czy też ulega zmianie co w sytuacji wydłużenia się rezydentury o np urlop rodzicielski w jakich podmiotach klient musiałby pracować aby spłacić bon na jakiej podstawie prawnej musiałby pracować czy klient mógłby zrezygnować z bonu lub go nie odpracować czy poniósłby za to jakieś konsekwencje czy zasady odpracowania bonu czy kary za jego nieodpracowanie mogłyby w przyszłości ulec zmianie
1;inne â praw medyczne;prawo medyczne;czy dodatek do wynagrodzenia otrzymywany na podstawie deklaracji o udzielaniu świadczeń zdrowotnych wyłącznie w jednym podmiocie leczniczym związanym umową z narodowym funduszem zdrowia w dalszym ciągu przysługuje klientce
1;covid;prawo medyczne;czy dodatek do wynagrodzenia przysługuje lekarzowi świadczącemu usługi medyczne na rzecz pacjentów zakażonych covid w szpitalu tymczasowym czy dodatek do wynagrodzenia w maksymalnej kwocie  tys jest przyznawany na daną osobę czy na miejsce pracy tj czy pracując w więcej niż jednym podmiocie leczniczym należy się dodatek do każdego wynagrodzenia
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dodatek przysługuje kierownikowi specjalizacji za czas odbywania przez lekarza szkolącego się stażu zewnętrznego
1;inne  praw pracy;prawo pracy;czy dodatki do wynagrodzenia mogą wliczać się do minimalnego wynagrodzenia pracowników
1;ustawa kodeks pracy;prawo pracy;czy dodatkowe dni urlopowe z tytułu umiarkowanego stopnia niepełnosprawności należy wykorzystać w tym samym roku w którym urlop nabyto czy urlop ten można wykorzystać w następnym roku czy osoba która w tym samym roku kalendarzowym została zdyskwalifikowana z grupy umiarkowanego stopnia niepełnosprawności a następnie została do tej grupy zakwalifikowana musi przepracować jeden rok kalendarzowy aby nabyć dodatkowe  dni urlopu wypoczynkowego
1;ustawa kodeks pracy;prawo pracy;czy dodatkowy urlop wypoczynkowy dla osób niepełnosprawnych w razie niewykorzystania przechodzi na następny rok
1;ustawa o promocji zatrudnienia i instytucjach rynku pracy;prawo pracy;czy dokument który posiada klientka wystarczy do udokumentowania stażu zatrudnienia jak obecnie może zachować się klientka
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy dokument msigm został wypełniony w sposób poprawny
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy dokumentacja medyczna powinna zostać wydana osobie przedstawiającej upoważnienie czy dokumentacja medyczna niezawierająca pieczątki lekarza powinna zostać udostępniona
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy dokumenty stosowane w gabinecie zabezpieczają interesy klientów
1;podatki poĺrednie;prawo podatkowe;czy dom pogrzebowy może przesyłać skany faktury papierowej bez zgody klienta
1;prawo administracyjne materialne;prawo administracyjne;czy domek mobilny zbudowany na zarejestrowanej przyczepie ciężarowej posiadającej ubezpieczenie oc może być parkowany na działce bez zgłoszenia właściwemu organowi czy domek mobilny będzie traktowany w takim wypadku jako pojazd czy jako budowla
1;prawo administracyjne materialne;prawo administracyjne;czy domki mobilne są w myśl przepisów prawa uznawane za pojazdy i należy dokonywać ich przeglądów
1;covid;prawo medyczne;czy domownicy klientki podlegają kwarantannie
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy dopuszczalne jest aby pacjent zrealizował drugą część recepty na  dni kilka dni po tym jak zrealizował już pierwszą jej część na  dni
1;rzeczowe;prawo cywilne;czy dopuszczalne jest umieszczenie w uchwałach wspólnoty mieszkaniowej rubryki wstrzymał się od głosu i przyjęcie uchwały dotyczącej odliczenia od sumy wszystkich głosów oddanych części głosów oddanych przez osoby wstrzymujące się od głosu
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy dopuszczalnym jest aby na jedno zapotrzebowanie hurtowni farmaceutycznej przypadało kilka faktur sprzedaży czy w razie niezrealizowania bądź częściowego zrealizowania zapotrzebowania hurtowni farmaceutycznej dostawca powinien przedstawić odmowę realizacji w formie pisemnej jeżeli odpowiedź na pytanie pierwsze jest twierdząca to co należy zrobić w przypadku nieotrzymania odmowy
1;prawo administracyjne materialne;prawo administracyjne;czy doszło do naruszenia przepisów rodo w jaki sposób klient powinien postąpić
1;rzeczowe;prawo cywilne;czy dowód osobisty jest konieczny do zawarcia umowy najmu
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy druk krsz został wypełniony prawidłowo
1;rzeczowe;prawo cywilne;czy duża wspólnota mieszkaniowa może zawrzeć z właścicielem sąsiedniej nieruchomości umowę umożliwiającą przejazd przez sąsiednią nieruchomość przez członków wspólnoty jeżeli odpowiedź na pytanie pierwsze jest twierdząca w jakiej formie powinna zostać sporządzona taka umowa czy klientka może otrzymać wzór takiej umowy
1;rzeczowe;prawo cywilne;czy duża wspólnota mieszkaniowa składająca się z  lokali może podjąć uchwałę o powiększeniu wszystkich istniejących w danym budynku balkonów w liczbie  ze środków zgromadzonych na funduszu remontowym
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrekcja miała prawo do odmowy udzielenia zgód
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrekcja może zabronić lekarzom rezydentom odbywania staży zewnętrznych czy lekarz dyżurny odpowiada za to że zalecenia wydane pielęgniarkom nie są realizowane na czas
-1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy dyrekcja szpitala miała podstawy nałożyć na ratownika medycznego karę umowną
1;ustawa kodeks pracy;prawo pracy;czy dyrekcja szpitala może powierzyć klientowi stanowisko kierownicze na oddziale zakaźnym
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrekcja szpitala może skierować rezydenta do pracy na oddziale niewynikającym z programu specjalizacji czy przy skierowaniu do tego rodzaju pracy rezydent powinien mieć wyznaczonego specjalistę opiekuna
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrekcja szpitala może skierować rezydenta do pracy na oddziale niewynikającym z programu specjalizacji czy przy skierowaniu do tego rodzaju pracy rezydent powinien mieć wyznaczonego specjalistę opiekuna
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrekcja szpitala może skierować rezydenta do pracy przy epidemii dyżury na oddziale zakaźnym niewynikającym z programu specjalizacji
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrekcja szpitala może wyznaczyć klientce dyżur podczas obowiązkowego stażu zewnętrznego czy lekarz awaryjny musi być w gotowości cały miesiąc czy lekarz specjalista zatrudniony na  etatu może być zobowiązany przez pracodawcę do pracy na innym oddziale
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrekcja szpitala może zobowiązać klienta do pełnienia dyżurów medycznych na szpitalnym oddziale ratunkowym
1;ustawa kodeks pracy;prawo pracy;czy dyrekcja szpitala może zobowiązać lekarza do zaprzestania wykonywania pracy w innych podmiotach leczniczych czy pracodawca może wprowadzić z dnia na dzień równoważny system pracy czy równoważny system pracy może dotyczyć tylko niektórych pracowników
-1;prawo administracyjne materialne;prawo administracyjne;czy dyrektor podmiotu leczniczego ma możliwość zarządzenia sporządzenia takiego zestawienia
-1;covid;prawo medyczne;czy dyrektor szkoły specjalnej może zarządzić odbywanie zajęć stacjonarnie również dla klas
1;ustawa kodeks pracy;prawo pracy;czy dyrektor szpitala miał prawo oddelegować klientkę do pracy na oddziale covidowym
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrektor szpitala miał prawo oddelegować klientkę do pracy na oddziale nocneji świątecznej opieki zdrowotnej czy niniejsze oddelegowanie może trwać dłużej niż  miesiące
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrektor szpitala miał prawo oddelegować klientkę do pracy na oddziale nocneji świątecznej opieki zdrowotnej czy niniejsze oddelegowanie może trwać dłużej niż  miesiące
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy dyrektor szpitala miał prawo oddelegować klientkę do pracy w innej komórce szpitala czy klientce przysługuje zwrot kosztów związanych z dojazdem do nowego miejsca pracy czy klientkę obowiązuje ubezpieczenie wynikające z umowy o pracę jak postąpić w przypadku braku przeszkolenia klientki do pracy w nowym miejscu
